,Product_name,Brand,Discounted_Price,Discount,Original_Price,Ratings,Total_Ratings,Product_URL
561,Yogabar Wholegrain Breakfast Muesli+ - Dark Chocolate +...,Yogabar,Rs.269,10%,Rs.299,4.4,"2,909",https://www.flipkart.com/yogabar-wholegrain-breakfast-muesli-dark-chocolate-cranberry/p/itmfcwpqyhjmhfne?pid=CAFFCUSYR8ANZKZW&lid=LSTCAFFCUSYR8ANZKZWCHBM9F&marketplace=FLIPKART&srno=b_15_561&otracker=browse&fm=organic&iid=3e6dd688-8e7a-48d3-a904-dae6ea5a5450.CAFFCUSYR8ANZKZW.SEARCH&ssid=ykes71q3340000001591295187355
562,VegeBaby 100%Natural Cold Pressed Extra Virgin Yellow M...,VegeBaby,Rs.509,0%,Rs.509,NA,NA,https://www.flipkart.com/vegebaby-100-natural-cold-pressed-extra-virgin-yellow-mustard-oil-plastic-bottle/p/itm9f3a282f28bea?pid=EDOFPH8AZ6PJ6CHX&lid=LSTEDOFPH8AZ6PJ6CHX87UQ3Z&marketplace=FLIPKART&srno=b_15_562&otracker=browse&fm=organic&iid=3e6dd688-8e7a-48d3-a904-dae6ea5a5450.EDOFPH8AZ6PJ6CHX.SEARCH&ssid=ykes71q3340000001591295187355
563,FARMUP Hing (Asofotida) Powder - 100% Pure and Natural ...,FARMUP,Rs.349,30%,Rs.499,NA,NA,https://www.flipkart.com/farmup-hing-asofotida-powder-100-pure-natural-no-artificial-flavors-preservatives/p/itmc28a4ff2d8a64?pid=SCMFNFMYR9KGFWHG&lid=LSTSCMFNFMYR9KGFWHGI1PPTZ&marketplace=FLIPKART&srno=b_15_563&otracker=browse&fm=organic&iid=3e6dd688-8e7a-48d3-a904-dae6ea5a5450.SCMFNFMYR9KGFWHG.SEARCH&ssid=ykes71q3340000001591295187355
564,Cadbury Bournvita Inner Strength Nutrition Drink,Cadbury,Rs.640,9%,Rs.710,4.5,"8,939",https://www.flipkart.com/cadbury-bournvita-inner-strength-nutrition-drink/p/itmfgnmmbuc7kgyg?pid=ESRFD4GZAFCP9YMK&lid=LSTESRFD4GZAFCP9YMKHNECUK&marketplace=FLIPKART&srno=b_15_564&otracker=browse&fm=organic&iid=en_PuOVJZeDAAWW5qlw1l3viO5C3DfthcMQ2qNx%2Fw6iLDmtGB35eJE8B6IgMiPqZv%2BRzf1jmtr%2BEZ%2Bate%2BxMQ6ZKg%3D%3D&ssid=ykes71q3340000001591295187355
565,Sinew Nutrition Quinoa Seeds 2 kg - Rich In Protien & F...,Sinew,Rs.549,67%,"Rs.1,699",4,20,https://www.flipkart.com/sinew-nutrition-quinoa-seeds-2-kg-rich-protien-fiber-diabetic-friendly-aids-weight-management-gluten-free-vegetarian-non-gmo/p/itmf7azgqfy8vm62?pid=EDSFD4GQQBEJH9CM&lid=LSTEDSFD4GQQBEJH9CMOC5VH5&marketplace=FLIPKART&srno=b_15_565&otracker=browse&fm=organic&iid=3e6dd688-8e7a-48d3-a904-dae6ea5a5450.EDSFD4GQQBEJH9CM.SEARCH&ssid=ykes71q3340000001591295187355
566,BIGMUSCLES NUTRITION Raw & Real Isolate Whey Whey Prote...,BIGMUSCLES,"Rs.1,696",32%,"Rs.2,499",4.2,266,https://www.flipkart.com/bigmuscles-nutrition-raw-real-isolate-whey-protein/p/itmfc4zfx9kzyf2e?pid=PSLFC2T2DAFHHHWZ&lid=LSTPSLFC2T2DAFHHHWZS3Y3I0&marketplace=FLIPKART&srno=b_15_566&otracker=browse&fm=organic&iid=3e6dd688-8e7a-48d3-a904-dae6ea5a5450.PSLFC2T2DAFHHHWZ.SEARCH&ssid=ykes71q3340000001591295187355
567,Optimum Nutrition Gold Standard 100% Whey Protein,Optimum,"Rs.2,959",20%,"Rs.3,699",4.2,"52,221",https://www.flipkart.com/optimum-nutrition-gold-standard-100-whey-protein/p/itmeavtndb8jhgpg?pid=PSLEAVTNXFRGRDZH&lid=LSTPSLEAVTNXFRGRDZHTBXYMQ&marketplace=FLIPKART&srno=b_15_567&otracker=browse&fm=organic&iid=3e6dd688-8e7a-48d3-a904-dae6ea5a5450.PSLEAVTNXFRGRDZH.SEARCH&ssid=ykes71q3340000001591295187355
568,Bliss of Earth 3X600GM USDA Organic Black Mustard Seeds...,Bliss,Rs.440,44%,Rs.795,NA,NA,https://www.flipkart.com/bliss-earth-3x600gm-usda-organic-black-mustard-seeds-cooking-kali-sarson/p/itme1e477761ed52?pid=SCMFRX44PTYT6GFJ&lid=LSTSCMFRX44PTYT6GFJLLNNAI&marketplace=FLIPKART&srno=b_15_568&otracker=browse&fm=organic&iid=3e6dd688-8e7a-48d3-a904-dae6ea5a5450.SCMFRX44PTYT6GFJ.SEARCH&ssid=ykes71q3340000001591295187355
569,La Vieja Fabrica Blueberry Mermelada (Jam) 285 g,La,Rs.359,0%,Rs.360,4.4,211,https://www.flipkart.com/la-vieja-fabrica-blueberry-mermelada-jam-285-g/p/itmf22ebqkgj8uun?pid=JASF2YVYHVFZGEYN&lid=LSTJASF2YVYHVFZGEYNS5OEFX&marketplace=FLIPKART&srno=b_15_569&otracker=browse&fm=organic&iid=3e6dd688-8e7a-48d3-a904-dae6ea5a5450.JASF2YVYHVFZGEYN.SEARCH&ssid=ykes71q3340000001591295187355
570,Cadbury Bournvita Health Drink Nutrition Drink,Cadbury,Rs.286,1%,Rs.290,4.5,"11,923",https://www.flipkart.com/cadbury-bournvita-health-drink-nutrition/p/itmfhf8pfdw8gxb5?pid=ESRFCZVQZRUREGEX&lid=LSTESRFCZVQZRUREGEXSBX0LQ&marketplace=FLIPKART&srno=b_15_570&otracker=browse&fm=organic&iid=en_PuOVJZeDAAWW5qlw1l3viO5C3DfthcMQ2qNx%2Fw6iLDnIvOz0Rx7AJa8Y0MH4EkMm8TCj29BtLUyQ%2BVBw19HcDw%3D%3D&ssid=ykes71q3340000001591295187355
571,Veg E Wagon Sonth (Dry Ginger) Powder 1000 gm,Veg,Rs.689,18%,Rs.850,4.8,6,https://www.flipkart.com/veg-e-wagon-sonth-dry-ginger-powder-1000-gm/p/itmff2ew3x3esh5r?pid=SCMFFYGMRFGTHZCN&lid=LSTSCMFFYGMRFGTHZCNSY5BWM&marketplace=FLIPKART&srno=b_15_571&otracker=browse&fm=organic&iid=3e6dd688-8e7a-48d3-a904-dae6ea5a5450.SCMFFYGMRFGTHZCN.SEARCH&ssid=ykes71q3340000001591295187355
572,NutroActive MineralSalt Himalayan Pink Rock Salt Combo ...,NutroActive,Rs.799,60%,"Rs.1,998",4.6,37,https://www.flipkart.com/nutroactive-mineralsalt-himalayan-pink-rock-salt-combo-extra-fine-grain-1-25-kg-each/p/itmc439f2d80c1df?pid=SATFMEF93MBSPAV9&lid=LSTSATFMEF93MBSPAV9MQFUJG&marketplace=FLIPKART&srno=b_15_572&otracker=browse&fm=organic&iid=3e6dd688-8e7a-48d3-a904-dae6ea5a5450.SATFMEF93MBSPAV9.SEARCH&ssid=ykes71q3340000001591295187355
573,Soft Art Celebrations Organic & Sweet Amla Candy Tasty ...,Soft,Rs.292,43%,Rs.518,NA,NA,https://www.flipkart.com/soft-art-celebrations-organic-sweet-amla-candy-tasty-pack-vacuum-dried/p/itmdaf27052433ba?pid=CMFFZHGX4ZSN5NH3&lid=LSTCMFFZHGX4ZSN5NH3RUR2GF&marketplace=FLIPKART&srno=b_15_573&otracker=browse&fm=organic&iid=3e6dd688-8e7a-48d3-a904-dae6ea5a5450.CMFFZHGX4ZSN5NH3.SEARCH&ssid=ykes71q3340000001591295187355
574,Betty Crocker Triple Choco Brownie Mix 425 g,Betty,Rs.322,2%,Rs.330,4.4,294,https://www.flipkart.com/betty-crocker-triple-choco-brownie-mix-425-g/p/itmet9fwknytydxj?pid=RYMET9FWZSB3AZZH&lid=LSTRYMET9FWZSB3AZZHIERCDH&marketplace=FLIPKART&srno=b_15_574&otracker=browse&fm=organic&iid=en_PuOVJZeDAAWW5qlw1l3viO5C3DfthcMQ2qNx%2Fw6iLDknnESTFikVJAmhM0aXevGMQXeK%2FOWxigzT1ZW%2B1fZmPg%3D%3D&ssid=ykes71q3340000001591295187355
575,Nutty Gritties Dried Blueberrries 150g Blueberry,Nutty,Rs.449,9%,Rs.495,4.4,34,https://www.flipkart.com/nutty-gritties-dried-blueberrries-150g-blueberry/p/itmb274c697fdcad?pid=NDFFMR7ZAVHUC5ZH&lid=LSTNDFFMR7ZAVHUC5ZHQ2PT7J&marketplace=FLIPKART&srno=b_15_575&otracker=browse&fm=organic&iid=3e6dd688-8e7a-48d3-a904-dae6ea5a5450.NDFFMR7ZAVHUC5ZH.SEARCH&ssid=ykes71q3340000001591295187355
576,Markstor Saudi Medjoul Dates Dates,Markstor,"Rs.1,050",34%,"Rs.1,600",4.7,24,https://www.flipkart.com/markstor-saudi-medjoul-dates/p/itm05099f932f570?pid=NDFFK3NRCE3KGCKR&lid=LSTNDFFK3NRCE3KGCKRY19EXW&marketplace=FLIPKART&srno=b_15_576&otracker=browse&fm=organic&iid=3e6dd688-8e7a-48d3-a904-dae6ea5a5450.NDFFK3NRCE3KGCKR.SEARCH&ssid=ykes71q3340000001591295187355
577,Midiron Organics Pumpkin Seeds - Gluten Free Non-GMO Pu...,Midiron,Rs.769,14%,Rs.899,4.5,32,https://www.flipkart.com/midiron-organics-pumpkin-seeds-gluten-free-non-gmo-1kg/p/itmf4ec97353bdc0?pid=EDSFPEXBEQNG8YRH&lid=LSTEDSFPEXBEQNG8YRHDQRIKF&marketplace=FLIPKART&srno=b_15_577&otracker=browse&fm=organic&iid=3e6dd688-8e7a-48d3-a904-dae6ea5a5450.EDSFPEXBEQNG8YRH.SEARCH&ssid=ykes71q3340000001591295187355
578,D NATURE FRESH Black Raisins 250g (Box) Raisins,D,Rs.235,21%,Rs.299,4.3,40,https://www.flipkart.com/d-nature-fresh-black-raisins-250g-box/p/itme07a2c4024be7?pid=NDFFKQ9ZAHF98ZFC&lid=LSTNDFFKQ9ZAHF98ZFCTGTIFH&marketplace=FLIPKART&srno=b_15_578&otracker=browse&fm=organic&iid=3e6dd688-8e7a-48d3-a904-dae6ea5a5450.NDFFKQ9ZAHF98ZFC.SEARCH&ssid=ykes71q3340000001591295187355
579,"Wonderland Poppy Seeds (Khus Khus / Posta Dana), 250g",Wonderland,Rs.449,60%,"Rs.1,137",4.6,11,https://www.flipkart.com/wonderland-poppy-seeds-khus-khus-posta-dana-250g/p/itm6614654176055?pid=EDSFZSKSNSE5JZKX&lid=LSTEDSFZSKSNSE5JZKXAEZ3ZE&marketplace=FLIPKART&srno=b_15_579&otracker=browse&fm=organic&iid=3e6dd688-8e7a-48d3-a904-dae6ea5a5450.EDSFZSKSNSE5JZKX.SEARCH&ssid=ykes71q3340000001591295187355
580,Tang Mango Instant Drink Mix,Tang,Rs.200,4%,Rs.210,4.4,"5,480",https://www.flipkart.com/tang-mango-instant-drink-mix/p/itm643242cabb2be?pid=CNCFFY9UDZUWZ5SX&lid=LSTCNCFFY9UDZUWZ5SXOCFLLE&marketplace=FLIPKART&srno=b_15_580&otracker=browse&fm=organic&iid=en_PuOVJZeDAAWW5qlw1l3viO5C3DfthcMQ2qNx%2Fw6iLDkTaVh7g428er6b%2BiT8xwnTrhebN74Lt2ateaW02mI3HA%3D%3D&ssid=ykes71q3340000001591295187355
581,Optimum Nutrition Gold Standard 100% Isolate Powder Whe...,Optimum,"Rs.2,879",20%,"Rs.3,599",4.4,354,https://www.flipkart.com/optimum-nutrition-gold-standard-100-isolate-powder-whey-protein/p/itmfereyduzgsuks?pid=PSLFEREYZWWSHUQU&lid=LSTPSLFEREYZWWSHUQUFIDY2Q&marketplace=FLIPKART&srno=b_15_581&otracker=browse&fm=organic&iid=3e6dd688-8e7a-48d3-a904-dae6ea5a5450.PSLFEREYZWWSHUQU.SEARCH&ssid=ykes71q3340000001591295187355
582,"Soft Art 100% Natural and Fresh Whole Nuts, Kaju (450 G...",Soft,Rs.567,49%,"Rs.1,118",4.9,11,https://www.flipkart.com/soft-art-100-natural-fresh-whole-nuts-kaju-450-gram-cashews/p/itmfcyf7v2vgegaj?pid=NDFFCUVKVBN3J59A&lid=LSTNDFFCUVKVBN3J59AS7QXO1&marketplace=FLIPKART&srno=b_15_582&otracker=browse&fm=organic&iid=3e6dd688-8e7a-48d3-a904-dae6ea5a5450.NDFFCUVKVBN3J59A.SEARCH&ssid=ykes71q3340000001591295187355
583,Healthkart ACV For Weight Management Vinegar,Healthkart,Rs.599,10%,Rs.670,4.7,39,https://www.flipkart.com/healthkart-acv-weight-management-vinegar/p/itm4763cbc8efff8?pid=VNGFGUBNFEYXDJWY&lid=LSTVNGFGUBNFEYXDJWYS7LGXA&marketplace=FLIPKART&srno=b_15_583&otracker=browse&fm=organic&iid=3e6dd688-8e7a-48d3-a904-dae6ea5a5450.VNGFGUBNFEYXDJWY.SEARCH&ssid=ykes71q3340000001591295187355
584,Tang Orange Instant Drink Mix,Tang,Rs.182,13%,Rs.210,4.4,"8,852",https://www.flipkart.com/tang-orange-instant-drink-mix/p/itmexzyeypfrjuef?pid=CNCETZN8AU9HMQEX&lid=LSTCNCETZN8AU9HMQEXYAWV8K&marketplace=FLIPKART&srno=b_15_584&otracker=browse&fm=organic&iid=en_PuOVJZeDAAWW5qlw1l3viO5C3DfthcMQ2qNx%2Fw6iLDkdKVZw%2Bb3SF4UUfzMdqCvCKnwnDUEkRm0WBI33Uy%2B2Aw%3D%3D&ssid=ykes71q3340000001591295187355
585,myfitness Smooth Crunchy Peanut Butter Combo (510g) 102...,myfitness,Rs.549,14%,Rs.640,4.3,310,https://www.flipkart.com/myfitness-smooth-crunchy-peanut-butter-combo-510g-1020-g/p/itmfh6wxnq5gv2cg?pid=JASFH6EU3BYUSXP4&lid=LSTJASFH6EU3BYUSXP4JN7BWN&marketplace=FLIPKART&srno=b_15_585&otracker=browse&fm=organic&iid=3e6dd688-8e7a-48d3-a904-dae6ea5a5450.JASFH6EU3BYUSXP4.SEARCH&ssid=ykes71q3340000001591295187355
586,"Shagun Refined Sugar, 5KG Sugar",Shagun,Rs.345,0%,Rs.345,NA,NA,https://www.flipkart.com/shagun-refined-sugar-5kg-sugar/p/itm2f5854dc012c8?pid=SUGFRHUVSMBTBQSQ&lid=LSTSUGFRHUVSMBTBQSQQDIHWN&marketplace=FLIPKART&srno=b_15_586&otracker=browse&fm=organic&iid=3e6dd688-8e7a-48d3-a904-dae6ea5a5450.SUGFRHUVSMBTBQSQ.SEARCH&ssid=ykes71q3340000001591295187355
587,Advance MuscleMass Mass Gainer with Enzyme Blend | 7.15...,Advance,Rs.799,38%,"Rs.1,300",4,737,https://www.flipkart.com/advance-musclemass-mass-gainer-enzyme-blend-7-15-g-protein-23-46-carbs-raw-whey-usa-weight-gainers-mass-gainers/p/itmda9b7ede78e21?pid=PSLF3YETZSHTUFH4&lid=LSTPSLF3YETZSHTUFH41HPEOJ&marketplace=FLIPKART&srno=b_15_587&otracker=browse&fm=organic&iid=3e6dd688-8e7a-48d3-a904-dae6ea5a5450.PSLF3YETZSHTUFH4.SEARCH&ssid=ykes71q3340000001591295187355
588,cloudem Blue Non Alcoholic Sparkling Drink - Ideal Fest...,cloudem,Rs.699,30%,Rs.999,4.2,17,https://www.flipkart.com/cloudem-blue-non-alcoholic-sparkling-drink-ideal-festival-gift/p/itm49dd804ef4b55?pid=DAJFKKZQJ5FGCF6D&lid=LSTDAJFKKZQJ5FGCF6D0XGTJK&marketplace=FLIPKART&srno=b_15_588&otracker=browse&fm=organic&iid=3e6dd688-8e7a-48d3-a904-dae6ea5a5450.DAJFKKZQJ5FGCF6D.SEARCH&ssid=ykes71q3340000001591295187355
589,"Wonderland Roasted Makhana Tangy Masala, Sriracha, Sea ...",Wonderland,Rs.580,0%,Rs.580,4.7,14,https://www.flipkart.com/wonderland-roasted-makhana-tangy-masala-sriracha-sea-salt-vinegar-peri-assorted-nuts/p/itmfe37gcxguzbgj?pid=NDFFDRYGBKMBEXJB&lid=LSTNDFFDRYGBKMBEXJBLQP2DY&marketplace=FLIPKART&srno=b_15_589&otracker=browse&fm=organic&iid=3e6dd688-8e7a-48d3-a904-dae6ea5a5450.NDFFDRYGBKMBEXJB.SEARCH&ssid=ykes71q3340000001591295187355
590,Saffola Aura Extra Virgin Olive and Flaxseed Blended Oi...,Saffola,Rs.150,54%,Rs.330,4.3,40,https://www.flipkart.com/saffola-aura-extra-virgin-olive-flaxseed-blended-oil-plastic-bottle/p/itmezwfwdharczxx?pid=EDOEZWFWDTPEBFG2&lid=LSTEDOEZWFWDTPEBFG2UTHNWQ&marketplace=FLIPKART&srno=b_15_590&otracker=browse&fm=organic&iid=en_PuOVJZeDAAWW5qlw1l3viO5C3DfthcMQ2qNx%2Fw6iLDn0WTYN%2BjpswhTckLOAPiRmlh3w9zHin4j9x57h5D2NgA%3D%3D&ssid=ykes71q3340000001591295187355
591,SUN'A'DO Cashew Roasted & Salted - 200g Cashews,SUN'A'DO,Rs.387,3%,Rs.399,4.2,500,https://www.flipkart.com/sun-a-do-cashew-roasted-salted-200g-cashews/p/itmf8qvpsttp3es7?pid=NDFF8QRVCDTTNDR8&lid=LSTNDFF8QRVCDTTNDR8ZZ50YC&marketplace=FLIPKART&srno=b_15_591&otracker=browse&fm=organic&iid=3e6dd688-8e7a-48d3-a904-dae6ea5a5450.NDFF8QRVCDTTNDR8.SEARCH&ssid=ykes71q3340000001591295187355
592,Shivram Peshawari & Bros Yellow Raisins,Shivram,Rs.229,23%,Rs.299,4.2,78,https://www.flipkart.com/shivram-peshawari-bros-yellow-raisins/p/itmegmpdr3hfdx5g?pid=NDFEGMPDNECAGTEU&lid=LSTNDFEGMPDNECAGTEUS3NKEW&marketplace=FLIPKART&srno=b_15_592&otracker=browse&fm=organic&iid=3e6dd688-8e7a-48d3-a904-dae6ea5a5450.NDFEGMPDNECAGTEU.SEARCH&ssid=ykes71q3340000001591295187355
593,YUVIKA Sonf Choti / Saunf Barik - Foeniculum Vulgare - ...,YUVIKA,Rs.179,18%,Rs.220,4.6,16,https://www.flipkart.com/yuvika-sonf-choti-saunf-barik-foeniculum-vulgare-fennel-small/p/itmf3s7czcbryffn?pid=SCMF3S3H2BT538ZF&lid=LSTSCMF3S3H2BT538ZFSRNCVS&marketplace=FLIPKART&srno=b_15_593&otracker=browse&fm=organic&iid=3e6dd688-8e7a-48d3-a904-dae6ea5a5450.SCMF3S3H2BT538ZF.SEARCH&ssid=ykes71q3340000001591295187355
594,Saffola Fittify Gourmet Slim Meal Shake Whey Protein,Saffola,"Rs.1,038",12%,"Rs.1,190",4.3,86,https://www.flipkart.com/saffola-fittify-gourmet-slim-meal-shake-whey-protein/p/itm6575bd00426f8?pid=PSLFNF3ZF2KHSHG8&lid=LSTPSLFNF3ZF2KHSHG8A38DKM&marketplace=FLIPKART&srno=b_15_594&otracker=browse&fm=organic&iid=en_PuOVJZeDAAWW5qlw1l3viO5C3DfthcMQ2qNx%2Fw6iLDlkysS3%2BhJxwEujpeWLujJRfeuylkGxcrobYuO%2FWvA8KQ%3D%3D&ssid=ykes71q3340000001591295187355
595,Endura Mass Weight Gainers/Mass Gainers,Endura,Rs.990,7%,"Rs.1,075",3.9,"40,320",https://www.flipkart.com/endura-mass-weight-gainers-mass-gainers/p/itmechpae5uvhvy5?pid=PSLECHPASHZXHAKN&lid=LSTPSLECHPASHZXHAKNOZ1ETX&marketplace=FLIPKART&srno=b_15_595&otracker=browse&fm=organic&iid=3e6dd688-8e7a-48d3-a904-dae6ea5a5450.PSLECHPASHZXHAKN.SEARCH&ssid=ykes71q3340000001591295187355
596,"Glinter Lychee Aloe Vera Flavour Soft Drink, 350ml",Glinter,Rs.149,25%,Rs.199,4,68,https://www.flipkart.com/glinter-lychee-aloe-vera-flavour-soft-drink-350ml/p/itmb8ded5a70d22a?pid=DAJFKHBXGFJCZNQP&lid=LSTDAJFKHBXGFJCZNQPBPHGX2&marketplace=FLIPKART&srno=b_15_596&otracker=browse&fm=organic&iid=3e6dd688-8e7a-48d3-a904-dae6ea5a5450.DAJFKHBXGFJCZNQP.SEARCH&ssid=ykes71q3340000001591295187355
597,Herbalife Nutritional Shake Mix Formula 1 Dutch Chocola...,Herbalife,"Rs.2,335",36%,"Rs.3,688",4.5,75,https://www.flipkart.com/herbalife-nutritional-shake-mix-formula-1-dutch-chocolate-pack-2-500g-each-protein-blends/p/itmfa2upwp2ung9k?pid=PSLFA2RPYHCH6DHM&lid=LSTPSLFA2RPYHCH6DHMS039RX&marketplace=FLIPKART&srno=b_15_597&otracker=browse&fm=organic&iid=3e6dd688-8e7a-48d3-a904-dae6ea5a5450.PSLFA2RPYHCH6DHM.SEARCH&ssid=ykes71q3340000001591295187355
598,Saffola Aura Extra Virgin Olive and Flaxseed EV Blended...,Saffola,Rs.250,58%,Rs.600,4.4,35,https://www.flipkart.com/saffola-aura-extra-virgin-olive-flaxseed-ev-blended-oil-plastic-bottle/p/itmfbtxjb2xvfgph?pid=EDOF7TMYJNAZGMJZ&lid=LSTEDOF7TMYJNAZGMJZVW0WSP&marketplace=FLIPKART&srno=b_15_598&otracker=browse&fm=organic&iid=3e6dd688-8e7a-48d3-a904-dae6ea5a5450.EDOF7TMYJNAZGMJZ.SEARCH&ssid=ykes71q3340000001591295187355
599,"True Elements Raw Pumpkin Seeds, Rich in Antioxidants",True,Rs.291,3%,Rs.300,4.3,"1,611",https://www.flipkart.com/true-elements-raw-pumpkin-seeds-rich-antioxidants/p/itmf8cbfzhmbvggu?pid=EDSEZGR9ZKVSH6KX&lid=LSTEDSEZGR9ZKVSH6KXEYIIN4&marketplace=FLIPKART&srno=b_15_599&otracker=browse&fm=organic&iid=3e6dd688-8e7a-48d3-a904-dae6ea5a5450.EDSEZGR9ZKVSH6KX.SEARCH&ssid=ykes71q3340000001591295187355
600,Saffola Fittify Gourmet Lemon Mint Instant Coffee,Saffola,Rs.221,15%,Rs.260,4.3,"3,898",https://www.flipkart.com/saffola-fittify-gourmet-lemon-mint-instant-coffee/p/itmfbgz62szbxahm?pid=CFEFBGZ63MDFCZQG&lid=LSTCFEFBGZ63MDFCZQGNZTKEA&marketplace=FLIPKART&srno=b_15_600&otracker=browse&fm=organic&iid=en_PuOVJZeDAAWW5qlw1l3viO5C3DfthcMQ2qNx%2Fw6iLDl8MRXX0v0LlT3vvjK4Hd4pGjSI%2BJbm5ivOYITbktvCOg%3D%3D&ssid=ykes71q3340000001591295187355
601,Minar Golden Latte Mix 200gm (Pack of 1),Minar,Rs.238,31%,Rs.345,NA,NA,https://www.flipkart.com/minar-golden-latte-mix-200gm-pack-1/p/itmb118676933ee9?pid=SCMFNFS4UFMKQDSZ&lid=LSTSCMFNFS4UFMKQDSZE79KTB&marketplace=FLIPKART&srno=b_16_601&otracker=browse&fm=organic&iid=6c90555e-f62b-4d17-891e-cbd93a0466cd.SCMFNFS4UFMKQDSZ.SEARCH&ssid=ibxan8dmio0000001591295199317
602,"Teamonk Global Amla Herbal Infusion Tea ,30 Tea Bags Am...",Teamonk,Rs.280,30%,Rs.400,3.8,4,https://www.flipkart.com/teamonk-global-amla-herbal-infusion-tea-30-bags-box/p/itmfg6xtsfak6ytt?pid=TEAFG6WAPWSXD5U5&lid=LSTTEAFG6WAPWSXD5U5KXDNNS&marketplace=FLIPKART&srno=b_16_602&otracker=browse&fm=organic&iid=6c90555e-f62b-4d17-891e-cbd93a0466cd.TEAFG6WAPWSXD5U5.SEARCH&ssid=ibxan8dmio0000001591295199317
603,Soft Art 100% Natural Fresh Dried Ginger Candy (250 Gra...,Soft,Rs.312,62%,Rs.838,4.6,5,https://www.flipkart.com/soft-art-100-natural-fresh-dried-ginger-candy-250-gram/p/itmfdzxnzbqv5xvj?pid=NDFFDXFHDNDJNQ5P&lid=LSTNDFFDXFHDNDJNQ5PYBLAR4&marketplace=FLIPKART&srno=b_16_603&otracker=browse&fm=organic&iid=6c90555e-f62b-4d17-891e-cbd93a0466cd.NDFFDXFHDNDJNQ5P.SEARCH&ssid=ibxan8dmio0000001591295199317
604,Cadbury Bournvita Inner Strength Nutrition Drink,Cadbury,Rs.640,9%,Rs.710,4.5,"8,939",https://www.flipkart.com/cadbury-bournvita-inner-strength-nutrition-drink/p/itmfgnmmbuc7kgyg?pid=ESRFD4GZAFCP9YMK&lid=LSTESRFD4GZAFCP9YMKHNECUK&marketplace=FLIPKART&srno=b_16_604&otracker=browse&fm=organic&iid=en_j303pgj2mTEfE8WJ7OLRiqOjAiNmWoYJGXGmFqoiW99ok6G%2F9h9BnZaj3BEuPZu%2Fzf1jmtr%2BEZ%2Bate%2BxMQ6ZKg%3D%3D&ssid=ibxan8dmio0000001591295199317
605,Veg E Wagon Munakka (Jumbo Raisins) Premium 500 gm Rais...,Veg,Rs.478,20%,Rs.600,4.2,17,https://www.flipkart.com/veg-e-wagon-munakka-jumbo-raisins-premium-500-gm-raisins/p/itmf9pkxy9jzzb4g?pid=NDFF9PFK9PN2HZUP&lid=LSTNDFF9PFK9PN2HZUP8HA7TQ&marketplace=FLIPKART&srno=b_16_605&otracker=browse&fm=organic&iid=6c90555e-f62b-4d17-891e-cbd93a0466cd.NDFF9PFK9PN2HZUP.SEARCH&ssid=ibxan8dmio0000001591295199317
606,Tulsi California Inshell Select Walnuts,Tulsi,Rs.770,18%,Rs.940,4.3,87,https://www.flipkart.com/tulsi-california-inshell-select-walnuts/p/itmf2kwrcvy89syn?pid=NDFF2KPKZMEDSQDM&lid=LSTNDFF2KPKZMEDSQDMUI5IMF&marketplace=FLIPKART&srno=b_16_606&otracker=browse&fm=organic&iid=6c90555e-f62b-4d17-891e-cbd93a0466cd.NDFF2KPKZMEDSQDM.SEARCH&ssid=ibxan8dmio0000001591295199317
607,D NATURE FRESH Cranberries 250g Cranberries,D,Rs.299,40%,Rs.499,4.6,7,https://www.flipkart.com/d-nature-fresh-cranberries-250g/p/itm459cf817ea48f?pid=NDFFH2R34HXKGQJV&lid=LSTNDFFH2R34HXKGQJVMQGEZ5&marketplace=FLIPKART&srno=b_16_607&otracker=browse&fm=organic&iid=6c90555e-f62b-4d17-891e-cbd93a0466cd.NDFFH2R34HXKGQJV.SEARCH&ssid=ibxan8dmio0000001591295199317
608,Real Basmati Long Grain White Rice (Pack of 10) Long Gr...,Real,"Rs.1,190",25%,"Rs.1,600",4.1,24,https://www.flipkart.com/real-basmati-long-grain-white-rice-pack-10-long-grain/p/itmf4rwfueznvcew?pid=RICF4RZD6VD8DPFR&lid=LSTRICF4RZD6VD8DPFRWF2EQT&marketplace=FLIPKART&srno=b_16_608&otracker=browse&fm=organic&iid=6c90555e-f62b-4d17-891e-cbd93a0466cd.RICF4RZD6VD8DPFR.SEARCH&ssid=ibxan8dmio0000001591295199317
609,Midiron Organic Premium Gluten Free Flax Seed Pack 2 (6...,Midiron,Rs.509,15%,Rs.599,4.7,3,https://www.flipkart.com/midiron-organic-premium-gluten-free-flax-seed-pack-2-650-gm/p/itm52e9b3a04b866?pid=EDSFPFG2YA5M3QD6&lid=LSTEDSFPFG2YA5M3QD6F8SFGV&marketplace=FLIPKART&srno=b_16_609&otracker=browse&fm=organic&iid=6c90555e-f62b-4d17-891e-cbd93a0466cd.EDSFPFG2YA5M3QD6.SEARCH&ssid=ibxan8dmio0000001591295199317
